star_rating,title,content_rating,genre,duration,actors_list
7.6,Midnight Run,R,Action,126,"'Robert De Niro', 'Charles Grodin', 'Yaphet Kotto'"
7.6,An American Werewolf in London,R,Comedy,97,"'David Naghton', 'Jenny Agtter', 'Joe Belcher'"
7.6,The Great Debaters,PG-13,Biography,126,"'Denzel Washington', 'Forest Whitaker', 'Kimberly Elise'"
7.6,Tucker and Dale vs. Evil,R,Comedy,89,"'Tyler Labine', 'Alan Tdyk', 'Katrina Bowden'"
7.6,Dead Man Walking,R,Crime,122,"'Ssan Sarandon', 'Sean Penn', 'Robert Prosky'"
7.6,The Piano,R,Drama,121,"'Holly Hnter', 'Harvey Keitel', 'Sam Neill'"
7.6,The Town,R,Crime,125,"'Ben Affleck', 'Rebecca Hall', 'Jon Hamm'"
7.6,Rise of the Planet of the Apes,PG-13,Action,105,"'James Franco', 'Andy Serkis', 'Freida Pinto'"
7.6,Boys Don't Cry,R,Biography,118,"'Hilary Swank', 'Chlo\xeb Sevigny', 'Peter Sarsgaard'"
7.6,Ice Age,PG,Animation,81,"'Denis Leary', 'John Legizamo', 'Ray Romano'"
7.6,Of Mice and Men,PG-13,Drama,115,"'John Malkovich', 'Gary Sinise', 'Ray Walston'"
7.6,Sideways,R,Comedy,126,"'Pal Giamatti', 'Thomas Haden Chrch', 'Virginia Madsen'"
7.6,High Fidelity,R,Comedy,113,"'John Csack', 'Iben Hjejle', 'Todd Loiso'"
7.6,The Meaning of Life,R,Comedy,107,"'John Cleese', 'Terry Gilliam', 'Eric Idle'"
7.6,Hugo,PG,Adventure,126,"'Asa Btterfield', 'Chlo\xeb Grace Moretz', 'Christopher Lee'"
7.6,Leaving Las Vegas,R,Drama,111,"'Nicolas Cage', 'Elisabeth She', 'Jlian Sands'"
7.6,The Evil Dead,NC-17,Horror,85,"'Brce Campbell', 'Ellen Sandweiss', 'Richard DeManincor'"
7.6,Collateral,R,Crime,120,"'Tom Crise', 'Jamie Foxx', 'Jada Pinkett Smith'"
7.6,"Planes, Trains & Automobiles",R,Comedy,93,"'Steve Martin', 'John Candy', 'Laila Robins'"
7.6,Hodejegerne,R,Crime,100,"'Aksel Hennie', 'Synn\xf8ve Macody Lnd', 'Nikolaj Coster-Walda'"
7.6,Field of Dreams,PG,Drama,107,"'Kevin Costner', 'James Earl Jones', 'Ray Liotta'"
7.6,Batman,PG-13,Action,126,"'Michael Keaton', 'Jack Nicholson', 'Kim Basinger'"
7.6,Tell No One,UNRATED,Crime,131,"'Fran\xe7ois Clzet', 'Marie-Jos\xe9e Croze', 'Andr\xe9 Dssollier'"
7.6,Ghost Dog: The Way of the Samurai,R,Action,116,"'Forest Whitaker', 'Henry Silva', 'John Tormey'"
7.6,Chaplin,PG-13,Biography,143,"'Robert Downey Jr.', 'Geraldine Chaplin', 'Pal Rhys'"
7.6,Keith,PG-13,Drama,93,"'Elisabeth Harnois', 'Jesse McCartney', 'Margo Harshman'"
7.6,Juno,PG-13,Comedy,96,"'Ellen Page', 'Michael Cera', 'Jennifer Garner'"
7.6,The Assassination of Jesse James by the Coward Robert Ford,R,Biography,160,"'Brad Pitt', 'Casey Affleck', 'Sam Shepard'"
7.6,The Fisher King,R,Comedy,137,"'Jeff Bridges', 'Robin Williams', 'Adam Bryant'"
7.6,House of Flying Daggers,PG-13,Action,119,"'Ziyi Zhang', 'Takeshi Kaneshiro', 'Andy La'"
7.6,The Hours,PG-13,Drama,114,"'Meryl Streep', 'Nicole Kidman', 'Jlianne Moore'"
7.6,The Damned United,R,Biography,98,"'Colm Meaney', 'Henry Goodman', 'David Roper'"
7.6,Star Trek: First Contact,PG-13,Action,111,"'Patrick Stewart', 'Jonathan Frakes', 'Brent Spiner'"
7.6,The Natural,PG,Drama,138,"'Robert Redford', 'Robert Dvall', 'Glenn Close'"
7.6,The Hobbit: The Battle of the Five Armies,PG-13,Adventure,144,"'Ian McKellen', 'Martin Freeman', 'Richard Armitage'"
7.6,Equilibrium,R,Action,107,"'Christian Bale', 'Sean Bean', 'Emily Watson'"
7.6,August Rush,PG,Drama,114,"'Freddie Highmore', 'Keri Rssell', 'Jonathan Rhys Meyers'"
7.6,Saving Mr. Banks,PG-13,Biography,125,"'Emma Thompson', 'Tom Hanks', 'Annie Rose Bckley'"
7.6,The Hurricane,R,Biography,146,"'Denzel Washington', 'Vicellos Reon Shannon', 'Deborah Kara Unger'"
7.6,Jacob's Ladder,R,Drama,113,"'Tim Robbins', 'Elizabeth Pe\xf1a', 'Danny Aiello'"
7.6,The Curse of the Were-Rabbit,G,Animation,85,"'Peter Sallis', 'Helena Bonham Carter', 'Ralph Fiennes'"
7.6,Christmas Vacation,PG-13,Comedy,97,"'Chevy Chase', ""Beverly D'Angelo"", 'Jliette Lewis'"
7.5,"Good Night, and Good Luck.",PG,Drama,93,"'David Strathairn', 'George Clooney', 'Patricia Clarkson'"
7.5,Straw Dogs,UNRATED,Crime,113,"'Dstin Hoffman', 'Ssan George', 'Peter Vaghan'"
7.5,42,PG-13,Biography,128,"'Chadwick Boseman', 'T.R. Knight', 'Harrison Ford'"
7.5,Rudy,PG,Biography,114,"'Sean Astin', 'Jon Favrea', 'Ned Beatty'"
7.5,Sleepers,R,Crime,147,"'Robert De Niro', 'Kevin Bacon', 'Brad Pitt'"
7.5,The Wind That Shakes the Barley,NOT RATED,Drama,127,"'Cillian Mrphy', 'Padraic Delaney', 'Liam Cnningham'"
7.5,Gangs of New York,R,Crime,167,"'Leonardo DiCaprio', 'Cameron Diaz', 'Daniel Day-Lewis'"
7.5,Elizabeth,R,Biography,124,"'Cate Blanchett', 'Geoffrey Rsh', 'Christopher Eccleston'"
7.5,Green Street Hooligans,R,Crime,109,"'Elijah Wood', 'Charlie Hnnam', 'Claire Forlani'"
7.5,Reign Over Me,R,Drama,124,"'Adam Sandler', 'Don Cheadle', 'Jada Pinkett Smith'"
7.5,RoboCop,R,Action,102,"'Peter Weller', 'Nancy Allen', ""Dan O'Herlihy"""
7.5,The Life of David Gale,R,Crime,130,"'Kevin Spacey', 'Kate Winslet', 'Lara Linney'"
7.5,Life as a House,R,Drama,125,"'Hayden Christensen', 'Kevin Kline', 'Kristin Scott Thomas'"
7.5,Despicable Me 2,PG,Animation,98,"'Steve Carell', 'Kristen Wiig', 'Benjamin Bratt'"
7.5,Jackie Brown,R,Crime,154,"'Pam Grier', 'Samel L. Jackson', 'Robert Forster'"
7.5,Menace II Society,R,Crime,97,"'Tyrin Trner', 'Larenz Tate', 'Jne Kyoto L'"
7.5,The Class,PG-13,Drama,128,"'Fran\xe7ois B\xe9gadea', 'Agame Malembo-Emene', 'Ang\xe9lica Sancio'"
7.5,Bullets Over Broadway,R,Comedy,98,"'John Csack', 'Dianne Wiest', 'Jennifer Tilly'"
7.5,American Splendor,R,Biography,101,"'Pal Giamatti', 'Shari Springer Berman', 'Harvey Pekar'"
7.5,Perfume: The Story of a Murderer,R,Crime,147,"'Ben Whishaw', 'Dstin Hoffman', 'Alan Rickman'"
7.5,Cloud Atlas,R,Drama,172,"'Tom Hanks', 'Halle Berry', 'Hgh Grant'"
7.5,Marathon Man,R,Crime,125,"'Dstin Hoffman', 'Larence Olivier', 'Roy Scheider'"
7.5,Pinocchio,APPROVED,Animation,88,"'Dickie Jones', 'Christian Rb', 'Mel Blanc'"
7.5,The Painted Veil,PG-13,Drama,125,"'Naomi Watts', 'Edward Norton', 'Liev Schreiber'"
7.5,A Simple Plan,R,Crime,121,"'Bill Paxton', 'Billy Bob Thornton', 'Bridget Fonda'"
7.5,The Conjuring,R,Horror,112,"'Patrick Wilson', 'Vera Farmiga', 'Ron Livingston'"
7.5,The Man Who Knew Too Much,PG,Thriller,120,"'James Stewart', 'Doris Day', 'Brenda de Banzie'"
7.5,Quiz Show,PG-13,Drama,133,"'Ralph Fiennes', 'John Trtrro', 'Rob Morrow'"
7.5,American Graffiti,PG,Comedy,110,"'Richard Dreyfss', 'Ron Howard', 'Pal Le Mat'"
7.5,The Bridges of Madison County,PG-13,Drama,135,"'Clint Eastwood', 'Meryl Streep', 'Annie Corley'"
7.5,Gallipoli,PG,Adventure,110,"'Mel Gibson', 'Mark Lee', 'Bill Kerr'"
7.5,L'illusionniste,PG,Animation,80,"'Jean-Clade Donda', 'Eilidh Rankin', 'Dncan MacNeil'"
7.5,Miracle,PG,Drama,135,"'Krt Rssell', 'Patricia Clarkson', 'Nathan West'"
7.5,Maria Full of Grace,R,Crime,101,"'Catalina Sandino Moreno', 'Gilied Lopez', 'Orlando Tob\xf3n'"
7.5,Scott Pilgrim vs. the World,PG-13,Action,112,"'Michael Cera', 'Mary Elizabeth Winstead', 'Kieran Clkin'"
7.5,Pleasantville,PG-13,Comedy,124,"'Tobey Magire', 'Jeff Daniels', 'Joan Allen'"
7.5,Sherlock Holmes: A Game of Shadows,PG-13,Action,129,"'Robert Downey Jr.', 'Jde Law', 'Jared Harris'"
7.5,Doubt,PG-13,Drama,104,"'Meryl Streep', 'Philip Seymor Hoffman', 'Amy Adams'"
7.5,The Fly,R,Horror,96,"'Jeff Goldblm', 'Geena Davis', 'John Getz'"
7.5,The Orphanage,R,Drama,105,"'Bel\xe9n Reda', 'Fernando Cayo', 'Roger Pr\xedncep'"
7.5,Malena,R,Drama,109,"'Monica Bellcci', 'Giseppe Slfaro', 'Lciano Federico'"
7.5,Three Days of the Condor,R,Mystery,117,"'Robert Redford', 'Faye Dnaway', 'Cliff Robertson'"
7.5,[Rec],R,Horror,78,"'Manela Velasco', 'Ferran Terraza', 'Jorge-Yamam Serrano'"
7.5,A Perfect World,PG-13,Crime,138,"'Kevin Costner', 'Clint Eastwood', 'Lara Dern'"
7.5,To Catch a Thief,APPROVED,Mystery,106,"'Cary Grant', 'Grace Kelly', 'Jessie Royce Landis'"
7.5,Best in Show,PG-13,Comedy,90,"'Fred Willard', 'Egene Levy', ""Catherine O'Hara"""
7.5,Everything Is Illuminated,PG-13,Comedy,106,"'Elijah Wood', 'Egene Htz', 'Boris Leskin'"
7.5,A Nightmare on Elm Street,R,Horror,91,"'Heather Langenkamp', 'Johnny Depp', 'Robert Englnd'"
7.5,The Ice Storm,R,Drama,112,"'Kevin Kline', 'Joan Allen', 'Sigorney Weaver'"
7.5,X2,PG-13,Action,134,"'Patrick Stewart', 'Hgh Jackman', 'Halle Berry'"
7.5,We Need to Talk About Kevin,R,Drama,112,"'Tilda Swinton', 'John C. Reilly', 'Ezra Miller'"
7.5,Felon,R,Crime,104,"'Stephen Dorff', 'Marisol Nichols', 'Vincent Miller'"
7.5,Still Alice,PG-13,Drama,101,"'Jlianne Moore', 'Alec Baldwin', 'Kristen Stewart'"
7.5,Rust and Bone,R,Drama,120,"'Marion Cotillard', 'Matthias Schoenaerts', 'Armand Verdre'"
7.5,Freedom Writers,PG-13,Biography,123,"'Hilary Swank', 'Imelda Stanton', 'Patrick Dempsey'"
7.5,Legends of the Fall,R,Drama,133,"'Brad Pitt', 'Anthony Hopkins', 'Aidan Qinn'"
7.5,Buffalo '66,R,Comedy,110,"'Vincent Gallo', 'Christina Ricci', 'Ben Gazzara'"
7.5,The Constant Gardener,R,Drama,129,"'Ralph Fiennes', 'Rachel Weisz', 'Hbert Kond\xe9'"
7.5,My Cousin Vinny,R,Comedy,120,"'Joe Pesci', 'Marisa Tomei', 'Ralph Macchio'"
7.5,The Texas Chain Saw Massacre,R,Horror,83,"'Marilyn Brns', 'Edwin Neal', 'Allen Danziger'"
7.5,Mulan,G,Animation,88,"'Ming-Na Wen', 'Eddie Mrphy', 'BD Wong'"
7.5,A History of Violence,R,Crime,96,"'Viggo Mortensen', 'Maria Bello', 'Ed Harris'"
7.5,Open Range,R,Action,139,"'Kevin Costner', 'Robert Dvall', 'Diego Lna'"
7.5,Total Recall,R,Action,113,"'Arnold Schwarzenegger', 'Sharon Stone', 'Michael Ironside'"
7.5,Pi,R,Drama,84,"'Sean Gllette', 'Mark Margolis', 'Ben Shenkman'"
7.5,The Devil's Backbone,R,Drama,106,"'Marisa Paredes', 'Edardo Noriega', 'Federico Lppi'"
7.5,The Aviator,PG-13,Biography,170,"'Leonardo DiCaprio', 'Cate Blanchett', 'Kate Beckinsale'"
7.5,Devil's Advocate,R,Drama,144,"'Kean Reeves', 'Al Pacino', 'Charlize Theron'"
7.5,"The Adventures of Priscilla, Queen of the Desert",R,Comedy,104,"'Hgo Weaving', 'Gy Pearce', 'Terence Stamp'"
7.5,Harry Potter and the Half-Blood Prince,PG,Adventure,153,"'Daniel Radcliffe', 'Emma Watson', 'Rpert Grint'"
7.5,Fruitvale Station,R,Biography,85,"'Michael B. Jordan', 'Melonie Diaz', 'Octavia Spencer'"
7.5,In the Bedroom,R,Crime,130,"'Tom Wilkinson', 'Sissy Spacek', 'Nick Stahl'"
7.5,Source Code,PG-13,Mystery,93,"'Jake Gyllenhaal', 'Michelle Monaghan', 'Vera Farmiga'"
7.5,Biutiful,R,Drama,148,"'Javier Bardem', 'Maricel \xc1lvarez', 'Hanaa Bochaib'"
7.5,From Russia with Love,APPROVED,Action,115,"'Sean Connery', 'Robert Shaw', 'Lotte Lenya'"
7.5,Calvary,R,Drama,102,"'Brendan Gleeson', ""Chris O'Dowd"", 'Kelly Reilly'"
7.5,The Mission,PG,Adventure,125,"'Robert De Niro', 'Jeremy Irons', 'Ray McAnally'"
7.5,In the Loop,NOT RATED,Comedy,106,"'Tom Hollander', 'Peter Capaldi', 'James Gandolfini'"
7.5,The Three Burials of Melquiades Estrada,R,Adventure,121,"'Tommy Lee Jones', 'Barry Pepper', 'Dwight Yoakam'"
7.5,Babel,R,Drama,143,"'Brad Pitt', 'Cate Blanchett', 'Gael Garc\xeda Bernal'"
7.5,Frenzy,R,Thriller,116,"'Jon Finch', 'Barry Foster', 'Alec McCowen'"
7.5,Heavenly Creatures,R,Biography,99,"'Melanie Lynskey', 'Kate Winslet', 'Sarah Peirse'"
7.5,Sweeney Todd: The Demon Barber of Fleet Street,R,Drama,116,"'Johnny Depp', 'Helena Bonham Carter', 'Alan Rickman'"
7.5,Dracula,R,Horror,128,"'Gary Oldman', 'Winona Ryder', 'Anthony Hopkins'"
7.5,Looper,R,Action,119,"'Joseph Gordon-Levitt', 'Brce Willis', 'Emily Blnt'"
7.5,The Proposition,R,Crime,104,"'Ray Winstone', 'Gy Pearce', 'Emily Watson'"
7.5,Bullitt,PG,Action,114,"'Steve McQeen', 'Jacqeline Bisset', 'Robert Vaghn'"
7.5,Harry Potter and the Sorcerer's Stone,PG,Adventure,152,"'Daniel Radcliffe', 'Rpert Grint', 'Richard Harris'"
7.5,2046,R,Drama,129,"'Tony Chi Wai Leng', 'Ziyi Zhang', 'Faye Wong'"
7.5,Transamerica,R,Adventure,103,"'Felicity Hffman', 'Kevin Zegers', 'Fionnla Flanagan'"
7.5,Smoke,R,Comedy,112,"'Harvey Keitel', 'William Hrt', 'Giancarlo Esposito'"
7.5,Suspiria,X,Horror,92,"'Jessica Harper', 'Stefania Casini', 'Flavio Bcci'"
7.5,The Judge,R,Drama,141,"'Robert Downey Jr.', 'Robert Dvall', 'Vera Farmiga'"
7.5,Bad Education,NC-17,Crime,106,"'Gael Garc\xeda Bernal', 'Fele Mart\xednez', 'Javier C\xe1mara'"
7.5,Up in the Air,R,Drama,109,"'George Clooney', 'Vera Farmiga', 'Anna Kendrick'"
7.5,Begin Again,R,Drama,104,"'Keira Knightley', 'Mark Rffalo', 'Adam Levine'"
7.5,Running Scared,R,Action,122,"'Pal Walker', 'Cameron Bright', 'Chazz Palminteri'"
7.5,Ghost World,R,Comedy,111,"'Steve Bscemi', 'Thora Birch', 'Scarlett Johansson'"
7.5,Witness,R,Crime,112,"'Harrison Ford', 'Kelly McGillis', 'Lkas Haas'"
7.5,Trading Places,R,Comedy,116,"'Eddie Mrphy', 'Dan Aykroyd', 'Ralph Bellamy'"
7.5,Mud,PG-13,Drama,130,"'Matthew McConaghey', 'Tye Sheridan', 'Jacob Lofland'"
7.5,Across the Universe,PG-13,Drama,133,"'Evan Rachel Wood', 'Jim Strgess', 'Joe Anderson'"
7.5,Les Miserables,PG-13,Crime,134,"'Liam Neeson', 'Geoffrey Rsh', 'Uma Thrman'"
7.5,Notes on a Scandal,R,Drama,92,"'Cate Blanchett', 'Jdi Dench', 'Andrew Simpson'"
7.5,Inside Llewyn Davis,R,Drama,104,"'Oscar Isaac', 'Carey Mlligan', 'John Goodman'"
7.5,Brick,R,Crime,110,"'Joseph Gordon-Levitt', 'Lkas Haas', 'Emilie de Ravin'"
7.5,Clerks II,R,Comedy,97,"""Brian O'Halloran"", 'Jeff Anderson', 'Rosario Dawson'"
7.5,Say Anything...,PG-13,Comedy,100,"'John Csack', 'Ione Skye', 'John Mahoney'"
7.4,Man on the Moon,R,Biography,118,"'Jim Carrey', 'Danny DeVito', 'Gerry Becker'"
7.4,Mean Streets,R,Crime,112,"'Robert De Niro', 'Harvey Keitel', 'David Proval'"
7.4,Harry Potter and the Order of the Phoenix,PG-13,Adventure,138,"'Daniel Radcliffe', 'Emma Watson', 'Rpert Grint'"
7.4,Beetlejuice,PG,Comedy,92,"'Alec Baldwin', 'Geena Davis', 'Michael Keaton'"
7.4,"Crazy, Stupid, Love.",PG-13,Comedy,118,"'Steve Carell', 'Ryan Gosling', 'Jlianne Moore'"
7.4,Excalibur,R,Adventure,140,"'Nigel Terry', 'Helen Mirren', 'Nicholas Clay'"
7.4,True Grit,,Adventure,128,"'John Wayne', 'Kim Darby', 'Glen Campbell'"
7.4,Labyrinth,PG,Adventure,101,"'David Bowie', 'Jennifer Connelly', 'Toby Frod'"
7.4,Alice in Wonderland,G,Animation,75,"'Kathryn Beamont', 'Ed Wynn', 'Richard Haydn'"
7.4,Predestination,R,Drama,97,"'Ethan Hawke', 'Sarah Snook', 'Noah Taylor'"
7.4,Much Ado About Nothing,PG-13,Comedy,111,"'Kenneth Branagh', 'Emma Thompson', 'Kean Reeves'"
7.4,A Bridge Too Far,PG,Drama,175,"'Sean Connery', ""Ryan O'Neal"", 'Michael Caine'"
7.4,Raising Arizona,PG-13,Comedy,94,"'Nicolas Cage', 'Holly Hnter', 'Trey Wilson'"
7.4,The Bucket List,PG-13,Adventure,97,"'Jack Nicholson', 'Morgan Freeman', 'Sean Hayes'"
7.4,Terms of Endearment,R,Comedy,132,"'Shirley MacLaine', 'Debra Winger', 'Jack Nicholson'"
7.4,Take Shelter,R,Drama,120,"'Michael Shannon', 'Jessica Chastain', 'Shea Whigham'"
7.4,Far from Heaven,PG-13,Drama,107,"'Jlianne Moore', 'Dennis Qaid', 'Dennis Haysbert'"
7.4,Eraserhead,UNRATED,Drama,89,"'Jack Nance', 'Charlotte Stewart', 'Allen Joseph'"
7.4,Frances Ha,R,Comedy,86,"'Greta Gerwig', 'Mickey Smner', 'Adam Driver'"
7.4,Home Alone,PG,Comedy,103,"'Macalay Clkin', 'Joe Pesci', 'Daniel Stern'"
7.4,Bound,R,Crime,108,"'Jennifer Tilly', 'Gina Gershon', 'Joe Pantoliano'"
7.4,Sleepy Hollow,R,Drama,105,"'Johnny Depp', 'Christina Ricci', 'Miranda Richardson'"
7.4,Pirate Radio,R,Comedy,117,"'Philip Seymor Hoffman', 'Bill Nighy', 'Nick Frost'"
7.4,The NeverEnding Story,PG,Adventure,102,"'Noah Hathaway', 'Barret Oliver', 'Tami Stronach'"
7.4,X-Men,PG-13,Action,104,"'Patrick Stewart', 'Hgh Jackman', 'Ian McKellen'"
7.4,Zero Dark Thirty,R,Drama,157,"'Jessica Chastain', 'Joel Edgerton', 'Chris Pratt'"
7.4,Manhattan Murder Mystery,PG,Comedy,104,"'Woody Allen', 'Diane Keaton', 'Jerry Adler'"
7.4,National Lampoon's Vacation,R,Comedy,98,"'Chevy Chase', ""Beverly D'Angelo"", 'Imogene Coca'"
7.4,My Sister's Keeper,PG-13,Drama,109,"'Cameron Diaz', 'Abigail Breslin', 'Alec Baldwin'"
7.4,Deconstructing Harry,R,Comedy,96,"'Woody Allen', 'Jdy Davis', 'Jlia Lois-Dreyfs'"
7.4,The Way Way Back,PG-13,Comedy,103,"'Steve Carell', 'Toni Collette', 'Allison Janney'"
7.4,Capote,R,Biography,114,"'Philip Seymor Hoffman', 'Clifton Collins Jr.', 'Catherine Keener'"
7.4,Driving Miss Daisy,PG,Comedy,99,"'Morgan Freeman', 'Jessica Tandy', 'Dan Aykroyd'"
7.4,La Femme Nikita,R,Action,118,"'Anne Parillad', 'Marc Dret', 'Patrick Fontana'"
7.4,Lincoln,PG-13,Biography,150,"'Daniel Day-Lewis', 'Sally Field', 'David Strathairn'"
7.4,Limitless,PG-13,Mystery,105,"'Bradley Cooper', 'Anna Friel', 'Abbie Cornish'"
7.4,The Simpsons Movie,PG-13,Animation,87,"'Dan Castellaneta', 'Jlie Kavner', 'Nancy Cartwright'"
7.4,The Rock,R,Action,136,"'Sean Connery', 'Nicolas Cage', 'Ed Harris'"
7.4,The English Patient,R,Drama,162,"'Ralph Fiennes', 'Jliette Binoche', 'Willem Dafoe'"
7.4,Law Abiding Citizen,R,Crime,109,"'Gerard Btler', 'Jamie Foxx', 'Leslie Bibb'"
7.4,Wonder Boys,R,Drama,107,"'Michael Doglas', 'Tobey Magire', 'Frances McDormand'"
7.4,Death at a Funeral,R,Comedy,90,"'Matthew Macfadyen', 'Peter Dinklage', 'Ewen Bremner'"
7.4,Blue Valentine,NC-17,Drama,112,"'Ryan Gosling', 'Michelle Williams', 'John Doman'"
7.4,The Cider House Rules,PG-13,Drama,126,"'Tobey Magire', 'Charlize Theron', 'Michael Caine'"
7.4,Tootsie,PG,Comedy,116,"'Dstin Hoffman', 'Jessica Lange', 'Teri Garr'"
7.4,Back to the Future Part III,PG,Adventure,118,"'Michael J. Fox', 'Christopher Lloyd', 'Mary Steenbrgen'"
7.4,Master and Commander: The Far Side of the World,PG-13,Action,138,"'Rssell Crowe', 'Pal Bettany', 'Billy Boyd'"
7.4,Poltergeist,PG,Horror,114,"'JoBeth Williams', ""Heather O'Rorke"", 'Craig T. Nelson'"
7.4,Wall Street,R,Crime,126,"'Charlie Sheen', 'Michael Doglas', 'Tamara Tnie'"
